"richness","links","connectance","diameter","complexity","distance","basal","top","intermediate","predpreyRatio","herbivory","omnivory","cannibal","l_S","GenSD","VulSD","TL","ChLen","ChSD","ChNum","path","LinkSD","S1","S2","S4","S5","ρ","centrality","loops","resilience","robustness","intervals","MaxSim","Clust","trophicCoherence","trophicVar","control"
82,395,0.0587447947650208,4,0.905918212627419,3,0.0609756097560976,0.365853658536585,0.573170731707317,0.675324675324675,0.329268292682927,0.536585365853659,0.048780487804878,4.81707317073171,1.14920508877448,1.45192946418763,2.69240979041941,4.81575492341357,1.28288653069466,8.83273359199642,1.72,1.7744270440017,0.175639500297442,0.0530933967876264,0.338042831647829,0.228732897085068,0.79442967403208,0.0121951219512195,0.0609756097560976,0.537190204135065,0.376951219512195,274,0.496639388017975,0.316076566006811,0.372356747630266,0.628744156197103,0.48780487804878
20,56,0.14,2,0.88241655330174,1,0.15,0.3,0.55,0.823529411764706,0.55,0.15,0,2.8,0.887010935428845,0.959714869937393,2.15,2,0,4.26267987704132,1.05084745762712,0.745556114934064,0.1775,0,0.2975,0.2725,0.880568204809358,0.05,0,0.586457200091575,0.4095,0,0.919318181818182,0,3.61772298053542e-16,0.45,0.55
19,58,0.160664819944598,3,0.897340520140296,1,0.105263157894737,0.157894736842105,0.736842105263158,0.941176470588235,0.157894736842105,0.68421052631579,0,3.05263157894737,0.910153236543869,0.863083693976908,2.5546783625731,2.88,0.656773439894878,4.31748811353631,1.09375,0.739751398147314,0.188365650969529,0.0637119113573407,0.274238227146814,0.293628808864266,0.885159353160399,0.0526315789473684,0,0.556782786292655,0.372105263157895,1,0.83546365914787,0.25906432748538,0.395163971855193,0.533729254656704,0.526315789473684
13,17,0.100591715976331,2,0.975479973375684,2,0.538461538461538,0.230769230769231,0.230769230769231,1.66666666666667,0.384615384615385,0.0769230769230769,0.0769230769230769,1.30769230769231,1.37450840535858,1.14214634346751,1.44230769230769,1,0,2.30258509299405,1.11111111111111,1.27254750898729,0.0236686390532544,0,0.0946745562130178,0.118343195266272,0.812117279643073,0.0769230769230769,0.0769230769230769,0.769230769230769,0.507692307692308,0,0.839194139194139,0.0897435897435897,0.46127620282659,0.251602564102564,0.692307692307692
45,211,0.104197530864198,2,0.850871798743788,3,0.444444444444444,0.0888888888888889,0.466666666666667,1.64,0.4,0.155555555555556,0.0666666666666667,4.68888888888889,1.50586777108283,0.890807317440897,1.70041391061809,3.71606557377049,1.01693546426477,7.32974968904151,1.35202492211838,1.60811281283516,0.214320987654321,0.0883950617283951,0.253333333333333,0.569876543209877,0.98378571571271,0.0222222222222222,0.0666666666666667,0.721972222222222,0.493777777777778,1,0.930779778460938,0.232644083746296,0.341296141192593,0.504996201184963,0.733333333333333
35,76,0.0620408163265306,2,0.894837331452815,2,0.571428571428571,0.0285714285714286,0.4,2.26666666666667,0.371428571428571,0.0571428571428571,0.0571428571428571,2.17142857142857,1.85387109358001,1.37925501141307,1.4375,1,0,2.89037175789616,1.15909090909091,1.98731105941251,0.0375510204081633,0,0.160816326530612,0.248163265306122,0.816368052603916,0.0285714285714286,0.0571428571428571,0.785714285714286,0.502,0,0.906996658312448,0.0576757369614512,0.307156062110498,0.273667279411765,0.8
22,36,0.0743801652892562,1,0.95714168238457,2,0.590909090909091,0.409090909090909,0,1.44444444444444,0.409090909090909,0,0,1.63636363636364,1.67142178807469,1.77463346274708,1.40909090909091,1,0,3.58351893845611,1,1.96156484101709,0,0,0.206611570247934,0.18595041322314,0.853850937602944,0.0454545454545455,0,0.795454545454545,0.534090909090909,0,0.956487956487956,0,3.184728772257e-16,0.253246753246753,0.818181818181818
15,19,0.0844444444444444,2,0.973779467173048,3,0.533333333333333,0.0666666666666667,0.4,2,0.4,0.0666666666666667,0,1.26666666666667,1.96728285214413,1.05357100936991,1.51111111111111,1.76923076923077,0.438529009653515,2.56494935746154,1.20833333333333,1.93073571563813,0.0444444444444444,0,0.0666666666666667,0.204444444444444,0.871784315062205,0.0666666666666667,0,0.766666666666667,0.44,0,0.833333333333333,0,0.333333333333333,0.347089947089947,0.8
44,100,0.0516528925619835,1,0.902618836655557,2,0.704545454545455,0.295454545454545,0,2.38461538461538,0.295454545454545,0,0,2.27272727272727,1.96628323683081,0.978655936404856,1.29545454545455,1,0,4.60517018598809,1,1.66659100603458,0,0,0.0878099173553719,0.254648760330579,0.71270947910872,0.0227272727272727,0,0.852272727272727,0.477272727272727,40,0.679811977238448,0,5.78074601217516e-16,0.213002114164905,0.704545454545455
16,61,0.23828125,2,0.819214183565661,3,0.3125,0.125,0.5625,1.27272727272727,0.1875,0.5,0,3.8125,1.09712841733842,0.718125103230374,2.10041035353535,3.47169811320755,1.09464484638264,5.35658627467201,1.07575757575758,0.902920103767004,0.078125,0.4453125,0.109375,0.40234375,1.16391870222599,0.0625,0,0.65625,0.48875,0,0.88699494949495,0.652733377733378,0.63827580011082,0.726322899661599,0.3125
14,23,0.11734693877551,3,0.932669961835846,2,0.214285714285714,0.142857142857143,0.642857142857143,1.09090909090909,0.214285714285714,0.142857142857143,0,1.64285714285714,1.20815897230878,0.565346010578127,2.67142857142857,3.56521739130435,0.8434823356733,3.13549421592915,1,1.25038891724928,0.122448979591837,0.0510204081632653,0.0153061224489796,0.11734693877551,0.900378729277692,0.0714285714285714,0,0.563079365079365,0.313571428571429,0,0.299603174603175,0.520634920634921,0.486172434804398,1.41912087912088,0.285714285714286
9,15,0.185185185185185,2,0.933383670300663,2,0.333333333333333,0.111111111111111,0.555555555555556,1.33333333333333,0.111111111111111,0.444444444444444,0,1.66666666666667,0.948683298050514,0.519615242270663,2.20164609053498,2.86666666666667,0.743223352957207,2.70805020110221,1,0.9,0.222222222222222,0.037037037037037,0.0617283950617284,0.148148148148148,0.963706544094178,0.111111111111111,0,0.646601851851852,0.435555555555556,0,0.633333333333333,0.266666666666667,0.445352907510551,1.13054650586801,0.333333333333333
14,32,0.163265306122449,3,0.932079668283257,1,0.0714285714285714,0.142857142857143,0.785714285714286,0.923076923076923,0.142857142857143,0.5,0,2.28571428571429,0.695538667840645,0.812684890206057,3.60640692640693,4.86075949367089,0.902051468416041,4.36944785246702,1.05882352941176,1.01105666355703,0.193877551020408,0.0816326530612245,0.086734693877551,0.0663265306122449,0.979786741315747,0.0714285714285714,0.142857142857143,0.586957573180787,0.37,1,0.416934652648938,0.335034013605442,0.624342825207066,1.76175798343071,0.357142857142857
29,65,0.0772889417360285,4,0.932698017008937,1,0.103448275862069,0.206896551724138,0.689655172413793,0.884615384615385,0.172413793103448,0.310344827586207,0,2.24137931034483,0.741351944077387,1.10356373459554,2.8367816091954,3.37142857142857,0.837031133239632,4.24849524204936,1.02985074626866,1.03690970741699,0.0879904875148633,0.0273483947681332,0.122473246135553,0.0665873959571938,0.69108886045161,0.0344827586206897,0,0.563909137581306,0.332413793103448,9,0.702750410509031,0.371647509578544,0.409959029965191,0.808921216475096,0.448275862068966
19,51,0.141274238227147,3,0.937058988317536,1,0.105263157894737,0.105263157894737,0.789473684210526,1,0.0526315789473684,0.736842105263158,0,2.68421052631579,0.745642502597961,0.645902445938847,3.56375893437297,5.40816326530612,1.05087738379501,5.27811465923052,1.16393442622951,0.888672599598766,0.263157894736842,0.0831024930747922,0.110803324099723,0.135734072022161,0.879639615630558,0.0526315789473684,0,0.607750271293034,0.382105263157895,4,0.566468619100198,0.338661046555783,0.537298304768442,2.00005447412625,0.31578947368421
14,79,0.403061224489796,2,0.803931828458519,2,0.214285714285714,0.142857142857143,0.642857142857143,1.09090909090909,0.0714285714285714,0.714285714285714,0.214285714285714,5.64285714285714,0.70065848510222,0.575743353163214,2.31950393326055,4.97181208053691,1.35176826397052,7.3065313989395,1,0.56240151624109,0.357142857142857,0.821428571428571,0.0969387755102041,0.23469387755102,1.29734599616684,0.0714285714285714,0.214285714285714,0.610230158730159,0.531428571428571,2,0.864789855336074,0.877740909883767,0.587880506036288,0.742131863429365,0.214285714285714
50,246,0.0984,3,0.835362191635649,2,0.56,0.02,0.42,2.22727272727273,0.3,0.14,0.1,4.92,1.53635314805781,0.948762281923778,1.51256159652457,1,0,1.94591014905531,1.13620071684588,1.54672809946453,0.1924,0.0296,0.3544,0.6644,0.889375537271111,0.02,0.1,0.78,0.5198,4,0.919655467720685,0.106471953595967,0.294913743122332,0.384512142843104,0.66
15,26,0.115555555555556,3,0.95142121479341,1,0.2,0.133333333333333,0.666666666666667,1.08333333333333,0.466666666666667,0.133333333333333,0,1.73333333333333,0.884854243910845,0.962087755191683,2.1625,2.77777777777778,0.427792631946499,2.89037175789616,1,0.921702273136131,0.12,0,0.128888888888889,0.115555555555556,0.798084310049591,0.0666666666666667,0,0.590310774410774,0.392666666666667,0,0.531111111111111,0,0.238484800354236,0.643861607142857,0.533333333333333
23,137,0.258979206049149,4,0.814692027376742,3,0.347826086956522,0.173913043478261,0.478260869565217,1.26666666666667,0.0434782608695652,0.608695652173913,0.0869565217391304,5.95652173913043,0.855258595213714,0.944928116345512,1.80313107204275,3.51937984496124,1.43115288426567,5.95842469302978,1.1,0.63556636856977,0.111531190926276,0.487712665406427,0.786389413988658,0.652173913043478,1.10393851675434,0.0434782608695652,0.217391304347826,0.673913043478261,0.521739130434782,10,0.750376090595969,0.504318628231672,0.47794723348803,0.38614798056118,0.347826086956522
14,25,0.127551020408163,3,0.945668312735236,1,0.0714285714285714,0.285714285714286,0.642857142857143,0.769230769230769,0.214285714285714,0.5,0,1.78571428571429,0.588505277409185,0.936507423273384,2.80059523809524,2.90909090909091,0.683763458757828,3.09104245335832,1,0.64840633034446,0.13265306122449,0.0102040816326531,0.13265306122449,0.076530612244898,0.784458037706732,0.0714285714285714,0,0.560094516594516,0.368571428571429,0,0.638095238095238,0.0595238095238095,0.261870939374511,0.765539148351648,0.428571428571429
26,66,0.0976331360946746,4,0.89544205919562,1,0.384615384615385,0.192307692307692,0.423076923076923,1.3125,0.346153846153846,0.192307692307692,0,2.53846153846154,1.05840464174858,0.820535335567336,1.97149725274725,3.05392156862745,0.723997056389445,5.31811999384422,1.21428571428571,1.14132653637172,0.165680473372781,0.0236686390532544,0.131656804733728,0.18491124260355,0.83116203355789,0.0384615384615385,0,0.666013243167089,0.470384615384615,9,0.591971916971917,0.0840659340659341,0.261075631471008,0.945765428767661,0.384615384615385
31,111,0.115504682622268,2,0.869310466085272,1,0.0967741935483871,0.419354838709677,0.483870967741935,0.642857142857143,0.354838709677419,0.483870967741935,0,3.58064516129032,0.660006501145653,1.09305926753591,2.53569892473118,2.31050228310502,0.492539966006851,5.3890717298165,1.25,0.838138084340161,0.22060353798127,0.0072840790842872,0.380853277835588,0.228928199791883,0.817339895630374,0.032258064516129,0,0.573488051723176,0.46258064516129,4,0.828975415265738,0.0755117642214416,0.22933368569388,0.575399402628435,0.419354838709677
47,150,0.0679040289723857,3,0.88575097504886,1,0.191489361702128,0.25531914893617,0.553191489361702,0.921052631578947,0.297872340425532,0.234042553191489,0,3.19148936170213,1.06083277832789,1.23728860488871,2.42683734705011,2.7246835443038,0.80681121954415,5.75574221358691,1.42687747035573,1.24573785441897,0.0968764146672703,0.00271616115889543,0.234042553191489,0.191036668175645,0.703741117265118,0.0212765957446809,0,0.587557960289434,0.394893617021277,1,0.814049307666329,0.0323045748577663,0.193806998052285,0.842433097024771,0.595744680851064
56,150,0.0478316326530612,3,0.910322518098997,3,0.285714285714286,0.196428571428571,0.517857142857143,1.125,0.267857142857143,0.321428571428571,0,2.67857142857143,1.20629192238869,1.15257673554221,2.31931175595238,3.08184143222506,1.02953944665937,5.96870755998537,1.45210727969349,1.46147842677174,0.0778061224489796,0.00956632653061224,0.114158163265306,0.122130102040816,0.64337249858107,0.0178571428571429,0,0.606867532729,0.383035714285714,11,0.703123710148395,0.113193766342263,0.506361171404404,1.16439331900196,0.482142857142857
17,33,0.114186851211073,3,0.892139701559089,2,0.235294117647059,0.411764705882353,0.352941176470588,0.769230769230769,0.294117647058824,0.235294117647059,0,1.94117647058824,0.882372521794299,1.11489827493485,2.43235294117647,2.6,0.596284793999944,4.00733318523247,1.48214285714286,1.27340350000666,0.14878892733564,0.0311418685121107,0.152249134948097,0.103806228373702,0.91616205160985,0.0588235294117647,0,0.597522101264748,0.394705882352941,0,0.653603259485612,0.131512605042017,0.308727225880712,1.14935661764706,0.411764705882353
6,7,0.194444444444444,2,0.86858938325337,3,0.5,0.333333333333333,0.166666666666667,1.33333333333333,0.166666666666667,0.333333333333333,0,1.16666666666667,1.26168012376112,0.842736068785864,1.61111111111111,1.33333333333333,0.516397779494322,1.79175946922805,1.22222222222222,0.699854212223765,0.0555555555555556,0,0.0833333333333333,0.166666666666667,0.954110005881998,0.166666666666667,0,0.75,0.6,0,0.777777777777778,0,0.471404520791032,0.462962962962963,0.5
16,42,0.1640625,2,0.874256815798487,3,0.3125,0.0625,0.625,1.36363636363636,0.625,0.0625,0,2.625,1.16278915080141,1.04906105662592,1.73958333333333,1.9375,0.245934688418982,3.46573590279973,1.06666666666667,0.94856377889438,0.0703125,0.046875,0.30859375,0.359375,0.937070903621987,0.0625,0,0.65625,0.50125,0,0.880827505827506,0.296085858585859,0.201619459636378,0.307291666666667,0.625
9,13,0.160493827160494,2,0.961953230514878,3,0.111111111111111,0.222222222222222,0.666666666666667,0.875,0.444444444444444,0.111111111111111,0,1.44444444444444,0.8557152100495,1.04485213132355,2.38888888888889,2.28571428571429,0.487950036474267,1.94591014905531,1.23529411764706,0.807692307692308,0.0864197530864197,0.0246913580246914,0.123456790123457,0.0864197530864197,0.88915546616639,0.111111111111111,0,0.550145502645503,0.383333333333333,0,0.583333333333333,0.281481481481481,0.288675134594813,0.611111111111111,0.555555555555556
17,32,0.110726643598616,3,0.90384298706179,3,0.176470588235294,0.235294117647059,0.588235294117647,0.928571428571429,0.235294117647059,0.470588235294118,0,1.88235294117647,1.09330348028349,0.973839954927143,2.41596638655462,2.46428571428571,0.576203594236084,3.3322045101752,1.27272727272727,1.10369363884979,0.114186851211073,0.00346020761245675,0.13840830449827,0.162629757785467,0.851286388602749,0.0588235294117647,0,0.567577231591937,0.373529411764706,0,0.678571428571428,0.123529411764706,0.352737810751329,0.819665366146458,0.529411764705882
17,51,0.176470588235294,2,0.860374783803072,2,0.470588235294118,0.0588235294117647,0.470588235294118,1.77777777777778,0.176470588235294,0.352941176470588,0,3,1.30170827931778,0.540061724867322,1.73282403870639,3.23931623931624,0.826809120380488,4.76217393479776,1.08928571428571,1.13038833052088,0.179930795847751,0.173010380622837,0.0761245674740484,0.42560553633218,1.02269059014348,0.0588235294117647,0,0.735294117647059,0.486470588235294,5,0.631136376119075,0.638653503359386,0.509487403393229,0.590251874854625,0.470588235294118
22,48,0.0991735537190083,3,0.919059966714514,2,0.272727272727273,0.181818181818182,0.545454545454545,1.125,0.318181818181818,0.272727272727273,0,2.18181818181818,0.83243999736098,1.00650989528776,2.17727272727273,2.91525423728814,0.56593333326219,4.07753744390572,1.05882352941176,0.985510100775308,0.130165289256198,0.0103305785123967,0.152892561983471,0.119834710743802,0.767037317115922,0.0454545454545454,0,0.609587439076076,0.44,6,0.594300144300144,0.0681818181818182,0.276759362408665,0.829538239538239,0.454545454545455
7,8,0.163265306122449,2,0.987055858586713,3,0.142857142857143,0.285714285714286,0.571428571428571,0.833333333333333,0.571428571428571,0,0,1.14285714285714,0.60380736442456,1.17703724098546,2.14285714285714,2,0,1.38629436111989,1.2,0.661437827766148,0.0816326530612245,0,0.122448979591837,0.0408163265306122,0.866025403784439,0.142857142857143,0,0.584714285714286,0.405714285714286,0,0.571428571428571,0,0,0.476190476190476,0.571428571428571
24,104,0.180555555555556,2,0.868045231135937,2,0.333333333333333,0.0833333333333333,0.583333333333333,1.375,0.125,0.541666666666667,0,4.33333333333333,1.11955741190852,0.534384950699242,2.21578102494856,4.28487886382623,0.95547021616373,7.08757370555797,1.40571428571429,1.06442823185345,0.392361111111111,0.237847222222222,0.170138888888889,0.532986111111111,1.01469531965324,0.0416666666666667,0,0.667753475690976,0.499166666666667,1,0.791116522366522,0.512579452711032,0.503747219708531,1.20225608912555,0.333333333333333
24,72,0.125,1,0.852855816123145,2,0.666666666666667,0.333333333333333,0,2,0.333333333333333,0,0,3,1.51322670887867,0.828245336940843,1.33333333333333,1,0,4.27666611901606,1,0.942809041582063,0,0,0.248263888888889,0.536458333333333,0.815993386781526,0.0416666666666667,0,0.833333333333333,0.54125,13,0.748686036186036,0,6.72359499760379e-16,0.231884057971014,0.666666666666667
19,22,0.0609418282548476,1,0.804449277847122,2,0.789473684210526,0.0526315789473684,0.157894736842105,4.5,0.157894736842105,0.0526315789473684,0,1.15789473684211,3.5522791090632,0.660439233869799,1.21929824561403,1.21052631578947,0.418853908291695,2.94443897916644,1,3.35786428035031,0,0.0110803324099723,0.00831024930747922,0.415512465373961,0.977039768724332,0.0526315789473684,0,0.894736842105263,0.48,0,0.882733148661127,0.220674234606123,0.345032779671177,0.191520467836257,0.842105263157895
14,38,0.193877551020408,2,0.887317883326401,2,0.142857142857143,0.357142857142857,0.5,0.75,0.214285714285714,0.571428571428571,0.0714285714285714,2.71428571428571,0.810121356325879,0.95230383339201,2.00982142857143,2.3030303030303,0.58549383455595,3.49650756146648,1.15909090909091,0.702116977850543,0.137755102040816,0.102040816326531,0.255102040816327,0.224489795918367,0.996163875514077,0.0714285714285714,0.0714285714285714,0.577809523809524,0.501428571428571,5,0.599214079571222,0.289880952380952,0.532283688091998,0.571206215659341,0.428571428571429
28,127,0.161989795918367,4,0.886251238626565,2,0.107142857142857,0.0714285714285714,0.821428571428571,1.04,0.0357142857142857,0.642857142857143,0.107142857142857,4.53571428571429,0.951570571063358,0.595478616965916,2.95939138074663,5.58005617977528,1.4714126655224,7.26122509197192,1.29479768786127,0.836810828961773,0.326530612244898,0.177295918367347,0.214285714285714,0.414540816326531,0.940146228732294,0.0357142857142857,0.107142857142857,0.539792357100856,0.394642857142857,47,0.52352854925555,0.389763609406466,0.913559564573312,1.402073292154,0.25
32,140,0.13671875,3,0.934158850240169,1,0.03125,0.125,0.84375,0.903225806451613,0,0.75,0.125,4.375,0.964081732990916,0.810204827847753,2.43143065531623,2,0,1.79175946922805,1.31122448979592,0.94465684961717,0.2158203125,0.1025390625,0.24609375,0.3818359375,0.873962812045005,0.03125,0.1875,0.555668690129043,0.4396875,70,0.474548543883877,0.310070689114807,0.585762568207397,0.720665990409966,0.46875
44,413,0.213326446280992,5,0.872291925804198,2,0.113636363636364,0.0909090909090909,0.795454545454545,1.02564102564103,0,0.840909090909091,0.318181818181818,9.38636363636364,0.844277091369576,0.749193719593651,2.7733214818891,5.96200949762559,1.50882615330918,8.29429960885724,1.28519195612431,0.941882612526334,0.497417355371901,0.627582644628099,0.503615702479339,0.654442148760331,1.08894052973789,0.0227272727272727,0.613636363636364,0.556899829169566,0.499090909090909,195,0.574198647320884,0.616740485705062,0.772280616760113,1.00875305660338,0.204545454545455
48,221,0.0959201388888889,4,0.907348169492,3,0.1875,0.125,0.6875,1.07692307692308,0.145833333333333,0.625,0.0625,4.60416666666667,0.911336089438964,0.745333555441122,2.67847622239525,6.03946864222762,1.56264209122146,8.96559006690791,1.72844827586207,1.04017214263461,0.267795138888889,0.0967881944444444,0.191840277777778,0.246961805555556,0.808953376632691,0.0208333333333333,0.0625,0.586669519592846,0.444791666666667,178,0.458937761228404,0.303251337800486,0.710098681122972,1.04734316303317,0.270833333333333
40,241,0.150625,4,0.915561833750753,3,0.075,0.075,0.85,1,0.1,0.8,0,6.025,1.11592169811695,0.786155518701763,3.09223251517218,5.50976455557583,1.49413039227245,8.60867788153842,1.30769230769231,0.980806318967654,0.254375,0.238125,0.40125,0.685,0.910190638031529,0.025,0.05,0.541569882840416,0.448,97,0.588807418553986,0.408752679739724,0.704164160742813,0.762803293038787,0.525
39,248,0.163050624589086,4,0.906633102349916,1,0.0769230769230769,0.102564102564103,0.82051282051282,0.972222222222222,0.0769230769230769,0.794871794871795,0,6.35897435897436,0.93418171989599,0.945950535885797,3.83545813821335,4.79036827195467,1.20484434963289,8.16905314992734,1.35294117647059,1.00432114812118,0.333990795529257,0.238001314924392,0.583168967784352,0.608152531229454,0.953460129503575,0.0256410256410256,0.128205128205128,0.543165007716924,0.448717948717949,71,0.623571295612295,0.349116772126478,0.953461059766587,1.33390961319964,0.512820512820513
105,343,0.0311111111111111,4,0.924647497463323,3,0.314285714285714,0.457142857142857,0.228571428571429,0.791666666666667,0.161904761904762,0.476190476190476,0,3.26666666666667,1.86026270283288,1.33047957077577,2.13067439362309,3.12609040444092,1.28141527217255,7.13966033596492,1.55865102639296,2.07712018985113,0.0451700680272109,0.0103401360544218,0.114013605442177,0.199092970521542,0.640380506302734,0.00952380952380952,0,0.615008591283756,0.388761904761905,258,0.558044798027635,0.123032853602345,0.69819663811003,0.760901753789357,0.571428571428571
58,126,0.0374554102259215,3,0.928687530242348,3,0.344827586206897,0.482758620689655,0.172413793103448,0.789473684210526,0.413793103448276,0.189655172413793,0,2.17241379310345,1.95322411625861,1.30236815286733,1.83129815586712,2.0360824742268,0.946078414413812,5.26785815906333,1.26190476190476,2.06140245073988,0.0202140309155767,0.0107015457788347,0.0790725326991677,0.163793103448276,0.719901633891296,0.0172413793103448,0,0.644455241789167,0.385172413793103,29,0.648408137201241,0.114453479808449,0.542917429658027,0.487443944107328,0.620689655172414
71,148,0.0293592541162468,2,0.922227271052708,3,0.366197183098592,0.535211267605634,0.0985915492957746,0.733333333333333,0.422535211267606,0.169014084507042,0,2.08450704225352,2.24683679696468,1.55290750049795,1.73733194622279,1.52336448598131,0.500624856362477,5.36597601502185,1.34801762114537,2.48348058824764,0.0170601071216029,0.00515770680420551,0.0835151755604047,0.163062884348344,0.695441647488274,0.0140845070422535,0,0.654111437130319,0.382535211267606,33,0.631171341776147,0.107050548455859,0.31721017381587,0.375100309660419,0.633802816901408
66,187,0.0429292929292929,3,0.920881702343074,3,0.303030303030303,0.454545454545455,0.242424242424242,0.782608695652174,0.242424242424242,0.393939393939394,0,2.83333333333333,1.72637095305554,1.36143311737482,2.04893131559798,2.11805555555556,0.887360159491035,5.66296048013595,1.43081761006289,1.89239403322958,0.0426997245179063,0.00390266299357208,0.146464646464646,0.213957759412305,0.692402792490146,0.0151515151515152,0,0.618349952616002,0.376969696969697,70,0.531888019388019,0.0424667186333384,0.611210637581937,0.629663763751235,0.560606060606061
