"PC1","PC2","PC3","PC4","PC5"
4.35794491287619,3.49445933217366,-4.4411378158856,-0.085059226837437,0.747699241724456
-1.93976106954053,0.227551375074534,-2.68151387848787,-1.43667313626789,-0.00774290550357728
-1.52839687529147,3.38165783634597,0.412312630198715,-0.301811417474594,-1.64004780727625
2.80234990857472,0.449837319032987,-2.39579891861316,-1.56370443877619,0.776733766920723
-0.189154851799141,3.56208260628893,0.897980302620484,0.364556637841567,-1.94279709116552
-0.734168840932743,1.46607317233243,0.309403505994584,0.573492857180168,-0.90306220046407
-0.181439616452517,1.1528723264824,0.800812227312678,-1.10207739136702,-1.72906950387161
-0.533393727468405,0.563610434954808,1.44476530079097,-0.817588256996566,1.80992192210127
-0.0876322465676196,0.0462997467285754,1.69247477551417,0.744319400383276,1.30894438628231
-0.642814248380978,2.27973648030994,1.71413776079869,-0.0174060951819548,0.26759807734913
-2.6495143779891,4.05581338509016,0.0484876190643427,-0.684476058336353,1.76202582955098
-2.240132263263,2.76076579847293,-1.03049820659008,-2.36223152879432,0.87829510536344
-1.29484188081641,4.28923438241031,0.90874464919969,-0.95925411935326,0.823922162862492
-0.522570678648676,2.47920899938898,1.05392173664332,0.0858700414659539,0.788054355954472
1.58116805550747,1.80447171118515,-1.14923542428858,1.28659505068041,0.291350559067502
-0.888507603689339,2.05524851490868,0.71894073859026,0.104013861970901,-0.634667529472567
-2.75221565023916,4.86343602476305,1.18040287305838,-2.30063994836636,0.411016942159959
1.88544310988892,1.69874224184877,-1.60982758577533,1.55537056757361,1.02028176614112
-4.55002219175237,0.858842679905133,-1.02471661617973,-0.687349338316869,-0.399350181658268
-5.20095564319054,0.415559281156168,-3.06410977217812,1.82467560611303,1.02712850173226
0.32892323895989,2.68508636476137,0.0801398942498777,-0.578719143132987,-0.27459207882621
4.50521321466332,1.21430809614064,-0.422914056367141,2.33434107895424,0.370628596763142
1.98221255413162,1.67886427755429,-0.827092115857163,0.926145026847442,-1.46423716536883
7.68169033416938,-0.389773279788716,-3.87417455539381,-0.179640952225775,0.251680197031846
3.65610010298988,-0.362017360539247,1.16186731236285,1.69762183404872,1.87452298912816
4.11767515508884,-0.196378928297536,-0.209531569896925,1.0137911585163,0.712882412102683
4.99503817855842,0.214346270045454,-0.0260718047056052,1.67780364484452,-1.17346630963963
0.120378858113829,-2.35620913173573,2.63670055501322,0.77241577451305,1.25319238324512
-2.03332675732268,-0.744741003276152,1.90571950219246,-0.712779337266883,0.917280181790603
-3.01636609778706,-1.33394725869791,1.99035794327091,-1.10835727576699,0.685142209380713
-0.913495613331555,-1.27047395403746,2.43112700807522,-0.0167643088014492,0.831268941372573
-1.87849068416644,-1.65647037579843,1.61021273602484,-0.415856707471712,0.511137556150007
-1.09597295368103,-1.48200810362815,1.46927013869203,0.322388059128601,1.18970908899642
-0.589161119869494,-1.526456576399,1.97107385822455,0.577121300626639,0.761935032838113
0.61479754104902,-2.68330468576118,2.50651992445489,-1.41200467586117,-0.561017156389347
0.0231956567843724,-1.88992194379756,2.86250818639132,-0.432562242729815,-0.349781814595023
0.57105502891661,-2.56219790234181,2.38253599486703,-0.855085416004867,-0.115082122445249
1.00703416814495,-2.86839680482313,2.0137857418113,-0.329355346887972,-0.918297769714998
0.949935864098115,-3.16446457564335,1.91884667704722,-1.35367830683538,-0.471526616567641
1.62728650651068,-2.66004081769524,2.10623811532281,-0.304088521367864,0.106996281138178
0.731122627934931,-2.15303995464397,2.72634164253756,-1.08014370264004,-0.0172231750459146
-0.100588052233336,-2.20099769690353,2.02416781914036,-1.25806258007823,-0.370351915858779
3.44119944968381,-3.42991339422523,1.78647813348047,-1.09803238080737,-0.0273853293291518
