"","richness","links","connectance","diameter","distance","basal","top","intermediate","predpreyRatio","herbivory","omnivory","cannibal","l_S","GenSD","VulSD","TL","ChLen","ChSD","ChNum","path","LinkSD","S1","S2","S4","S5","centrality","loops","intervals","MaxSim","Clust"
"1",1.44160269798227,-1.15491129451274,-0.659073827844862,-0.800531136899899,-1.57374259005448,-1.32385469948896,3.10846113558155,-0.478237945830943,-1.8579496637926,-0.303572044447544,-0.256053988001549,0.072477767747643,-1.23603467765111,-0.76581084168575,2.64705068487611,0.969657880724514,0.303912684897326,-0.253261281262958,1.3238236054085,-1.46124560252827,1.87632447217185,-1.06422202214448,-0.451575671567372,-1.15449921667862,-1.50160546145157,-0.0276939774921379,-0.72400694635629,-1.46774268860488,-0.398689753827621,0.211355138050188
"2",1.95668861772593,-0.225456121229007,0.0570031758826636,-0.37945483936232,0.456295082425719,1.44784249700459,0.156346376241127,-1.30792378642724,1.05135583967278,1.03491662094632,-1.29631364892193,-0.608482963763839,-0.170589316919047,0.457339674515368,0.0304858844074749,-1.52355756205424,-1.28546921550792,-1.08330978831212,0.224434971260755,-1.07271555364568,-0.642835626651215,-1.03666923050013,-0.585389069691836,0.349488452207808,0.322440440560854,0.268458837907374,-1.29360414076689,-0.277449823945979,-0.175306578606272,-0.755815299937107
"3",-0.194552576497607,-0.208377165166879,-0.826396786301025,1.52224984412286,-0.0630128040457299,-0.528804591426094,0.816219830347744,0.0280269245027612,-0.80327058278704,-0.575232746879851,0.696281038397418,0.131684130038723,-0.361939832789808,-0.897167723736048,0.494231801868126,0.333285752458524,-0.051412995343071,0.596390954162442,0.778465771478833,-0.79584478582481,0.0434523210978655,-0.4427600855653,-0.342467365318685,-0.420588316773004,-0.677295950174517,-0.562166280306505,-0.0601477180544707,-0.147683023480371,-0.983669768492993,-0.00776179470472163
"4",3.56254472045618,0.750390005406711,0.697741012368435,0.850123408115244,1.11836772243054,-0.413502233392872,-1.00011073331309,0.865507302463296,-0.326975094567006,-0.64563681938014,0.662270858315946,-0.847165526027845,-0.212452937264511,-0.468532522002258,-1.0908947611689,0.832512450432668,1.08402463049494,0.588715485575197,-1.25763815976242,1.63172490309756,-0.470137710601644,0.406676272467019,-0.394436681768928,-0.96211574930691,-0.872827505895582,1.27038067924247,1.73089182838291,2.27089572617364,0.242135349700546,0.0251150185379391
"5",0.714422575991212,-0.899092454045307,-1.04039344515026,-1.10383017646437,-1.38338958534332,-0.687270348237307,0.691511033259037,0.2265802244984,-0.881561666181656,-0.143340424051153,-0.640346455541572,-0.540875118274951,-1.12467998578764,1.10009086872545,-0.00378728872648244,0.496793861228448,0.13945259298201,-0.491795942358486,0.80515048172762,-1.22041565912183,0.72578445371089,-1.06897906584166,-0.477023295512438,-1.29344795634056,-1.1165335479067,-0.39280541314316,-0.777228315347862,-0.916861391022272,-1.48867791755631,0.681147570130161
"6",1.2598076674845,2.40628789765357,1.90446900670352,2.83595470443836,-1.52615433887669,-1.25190261691618,-1.73433353284926,1.95431994189413,-0.416605056833377,-0.572440802852107,1.71464190395453,4.36199001178608,3.85703216349461,-0.930048388787963,-1.452588986902,1.15291516033087,1.08802243951996,0.0828621087727647,-1.62213378347321,-0.913811932320178,-1.52678412019584,4.41066610364175,4.81255720431901,3.37385402426182,4.07258817299745,-0.12648059695292,3.31516911559266,0.505637780522227,0.659359850390137,1.74489901389378
"7",0.320533343246057,-0.205554661084861,-0.25976411007716,0.529112579287344,0.884589343025832,-0.721397353627867,-0.389154890130439,0.811946776527565,-0.522149833333162,-0.775583736577305,1.46354708105827,0.517292867956273,0.111514826082282,-1.10612855939739,-0.460472441020242,0.586608291410157,0.392209129939902,1.31605571153514,0.279859356769325,1.27148519182586,-0.469849071782916,0.602511053809655,-0.148395267943051,-0.112375970122,-0.441889270017598,-0.535534487071314,-0.0490456422441509,-0.181614998981734,-1.09415069099783,0.303211976676761
"8",0.138738312748293,-0.0968560058819401,-0.0622494980228519,-0.077042266493685,0.932177594203622,-0.62640578356984,-0.56733778785763,0.823163258523559,-0.404451849287983,-0.217338885326941,1.00312750942496,-0.437752778326942,0.315427746430848,-0.154462347463567,-0.814115808387489,0.547589340394228,0.706851733251492,0.590387119579961,0.139876144191767,1.57844416121741,-0.37490737749306,0.63285929155884,0.00437064043504159,0.0256969141362729,0.264291032578286,-0.575009388754147,-0.498844743073237,-0.196245664097178,-0.678715981569181,0.39870853930966
"9",2.16878281997332,-0.0251111903794738,0.187062122710113,-1.20433887852197,-0.681660069357004,1.61022790595371,-0.559974545277442,-1.07675364465896,1.77501623469818,0.480265463816875,-1.14088118837292,-0.511453988578074,-0.0481681152116697,0.454186146223298,0.17088945331166,-1.56414352527703,-1.18697904559235,-0.919005884495591,-0.276873884187926,-1.48268664396045,-0.541163015312793,-0.971751955137215,-0.60822445876325,0.855235173353662,0.646169609460278,0.395466836340584,-1.32265340031166,-0.347502910128009,-0.141444980416937,-0.674789761618209
"10",1.35070518273339,-0.580954862686016,-0.31869033031688,-0.0429483880105928,0.614922586351687,-1.06079571618406,1.15181519627057,0.306228887628718,-1.20391299509667,0.526709302030939,0.667943047750996,0.115965584568408,-0.457866604623205,-0.138846477773149,0.913399754862843,0.597682473736369,0.353017863894209,-0.214354990173932,0.832000619948976,1.67014054630669,0.771228525075412,-0.220338060429513,-0.390257275332984,-0.250210137223336,-0.763085186023041,-0.077552769329673,-0.560320589741234,-0.707209034026682,-0.545327127812766,0.393109899470133
"11",-0.527843465743507,0.0409399423712794,-0.027769520230197,-0.413991951193332,-1.05820320229508,-0.59026303738457,0.627119298309698,0.177496753606276,-0.748806189778671,2.22310556947872,-0.813096578899258,-0.318347963650301,0.0444784113937304,-0.368794947801464,0.0598636093130703,-0.222340182747969,-0.329915518143644,-1.04196710008492,0.466980180338559,-0.415044800592139,-0.694407850197186,0.230464937915084,-0.381351465117942,0.552216884744443,0.201175057713561,-0.284659253686284,-0.176505869913144,0.0985973457463886,1.46275641645896,-1.09657897468477
